Total Weight,volume,Average Weight,Number Density,Mass Density,Bond Length,Number of Atom,Number of unpaired Electron,Average Number of Electron,Maximun Principle quantum number,Pauling Electronegativity,DFT Heat Capcity,Log(DFT LTC)
294.62,50.32,73.66,0.08,9.72,2.54,4.00,1.00,31.00,3.75,1.82,90.36521057,-0.030011309
295.73,48.76,73.93,0.08,10.07,2.51,4.00,1.25,31.25,3.75,1.89,91.04591807,-0.642484411
462.35,77.30,115.59,0.05,9.93,2.93,4.00,1.25,48.75,5.00,1.78,97.40735016,-0.547217212
199.64,47.80,49.91,0.08,6.94,2.49,4.00,2.00,22.50,3.50,1.74,85.61461015,1.378761175
200.61,47.91,50.15,0.08,6.95,2.50,4.00,1.50,22.50,3.50,1.82,87.95719483,1.0011277
385.90,70.93,96.47,0.06,9.03,2.85,4.00,0.75,40.25,4.25,1.64,94.89715521,-0.046544759
299.18,69.87,74.79,0.06,7.11,2.83,4.00,0.75,31.25,3.75,1.50,93.11235549,0.254257967
186.37,69.59,46.59,0.06,4.45,2.83,4.00,1.00,21.00,3.50,1.43,90.56801076,0.608910952
229.12,68.02,57.28,0.06,5.59,2.81,4.00,1.00,25.50,3.75,1.48,92.10253872,0.455712582
274.21,75.41,68.55,0.05,6.04,2.90,4.00,1.00,30.00,4.00,1.47,92.78480857,0.775894303
363.78,76.52,90.94,0.05,7.89,2.92,4.00,1.00,38.00,4.25,1.48,93.4243459,0.462861996
293.17,65.31,73.29,0.06,7.45,2.77,4.00,1.00,32.00,4.00,1.65,93.36109301,0.372580635
382.74,68.28,95.68,0.06,9.31,2.81,4.00,1.00,40.00,4.25,1.65,94.55695273,0.088242434
248.31,61.10,62.08,0.07,6.75,2.71,4.00,0.50,27.50,3.75,1.56,92.96117878,0.108158951
387.28,73.42,96.82,0.05,8.76,2.88,4.00,0.75,40.25,4.25,1.59,95.35005082,-0.045632046
471.84,68.19,117.96,0.06,11.49,2.81,4.00,1.00,48.00,4.50,1.77,94.79004509,-0.132903913
227.12,60.33,56.78,0.07,6.25,2.70,4.00,1.00,25.50,3.75,1.46,90.23517528,0.905887585
203.89,53.57,50.97,0.07,6.32,2.59,4.00,0.75,22.75,3.25,1.67,88.86010209,1.157698479
204.99,50.73,51.25,0.08,6.71,2.54,4.00,1.00,23.00,3.25,1.74,88.72021879,0.672134818
242.32,53.80,60.58,0.07,7.48,2.59,4.00,0.50,27.00,3.50,1.68,91.30115183,0.404183498
246.63,54.14,61.66,0.07,7.57,2.60,4.00,0.75,27.25,3.50,1.72,91.28881779,0.400503452
249.55,54.44,62.39,0.07,7.61,2.61,4.00,1.00,27.50,3.50,1.77,91.79911119,-0.001819156
284.64,63.21,71.16,0.06,7.48,2.74,4.00,0.75,31.75,4.00,1.82,95.71991697,-0.203169051
329.74,69.63,82.43,0.06,7.86,2.83,4.00,0.75,36.25,4.25,1.81,96.23279146,0.396007448
244.81,58.18,61.20,0.07,6.99,2.66,4.00,1.00,27.50,3.75,1.81,93.25515933,0.712809587
287.56,58.23,71.89,0.07,8.20,2.66,4.00,1.00,32.00,4.00,1.86,95.2167492,0.343172179
207.06,48.22,51.77,0.08,7.13,2.50,4.00,0.75,23.25,3.25,1.89,90.87056489,-0.301751524
418.18,63.43,104.54,0.06,10.95,2.74,4.00,1.00,44.50,4.50,1.80,96.81234068,0.075108796
463.27,69.16,115.82,0.06,11.12,2.82,4.00,1.00,49.00,4.75,1.80,97.09329174,0.45158689
221.25,59.28,55.31,0.07,6.20,2.68,4.00,0.50,25.00,3.50,1.76,92.84405026,0.501511132
222.36,57.06,55.59,0.07,6.47,2.65,4.00,0.75,25.25,3.50,1.83,93.30391843,-0.973058372
263.99,59.79,66.00,0.07,7.33,2.69,4.00,0.50,29.50,3.75,1.81,94.81923169,-0.064437317
309.09,66.97,77.27,0.06,7.66,2.79,4.00,0.50,34.00,4.00,1.80,95.68324145,0.220291186
312.98,67.50,78.25,0.06,7.70,2.80,4.00,0.75,34.25,4.00,1.84,95.8997465,-0.082389474
373.69,77.27,93.42,0.05,8.03,2.93,4.00,0.75,40.75,4.50,1.78,97.36169248,-0.324863496
377.58,76.71,94.40,0.05,8.17,2.92,4.00,1.00,41.00,4.50,1.82,97.27902612,-0.333117141
288.17,64.87,72.04,0.06,7.38,2.76,4.00,1.00,32.00,4.00,1.76,94.71325214,0.187971702
376.01,70.44,94.00,0.06,8.86,2.84,4.00,1.00,41.00,4.50,1.80,96.64327819,0.483344766
378.10,61.96,94.53,0.06,10.13,2.72,4.00,1.25,40.25,4.50,1.91,95.53617722,-0.024407371
201.48,48.43,50.37,0.08,6.91,2.51,4.00,1.75,22.75,3.50,1.76,86.95975188,1.030882953
336.07,70.70,84.02,0.06,7.89,2.84,4.00,0.75,35.75,4.25,1.69,95.14573899,0.236386089
376.70,57.00,94.17,0.07,10.97,2.65,4.00,3.00,40.00,4.50,1.97,92.81891501,0.217220656
286.09,66.55,71.52,0.06,7.14,2.79,4.00,1.00,32.00,4.25,1.75,95.91542619,0.045479453
376.89,66.53,94.22,0.06,9.41,2.79,4.00,1.25,40.25,4.50,1.69,95.43713941,0.472507792
415.31,65.67,103.83,0.06,10.50,2.77,4.00,1.00,44.50,4.75,1.69,96.85601313,0.290946785
222.70,63.59,55.68,0.06,5.82,2.74,4.00,0.75,25.25,3.75,1.69,93.91237218,0.216851783
261.13,63.09,65.28,0.06,6.87,2.74,4.00,0.50,29.50,4.00,1.70,95.46524728,-0.137594291
310.54,71.65,77.63,0.06,7.20,2.85,4.00,0.75,34.25,4.25,1.73,96.41831673,-0.128135298
287.30,74.74,71.83,0.05,6.38,2.90,4.00,1.00,32.00,4.25,1.67,95.92716125,-0.039305711
375.14,80.69,93.78,0.05,7.72,2.97,4.00,1.00,41.00,4.75,1.71,97.36160172,0.004922949
289.62,67.94,72.40,0.06,7.08,2.80,4.00,1.25,32.25,4.25,1.69,95.023319,0.306703744
375.65,59.91,93.91,0.07,10.41,2.69,4.00,2.50,40.00,4.50,1.83,93.58279895,-0.26988825
289.69,51.40,72.42,0.08,9.36,2.56,4.00,1.50,30.50,3.75,1.67,86.72763988,1.101781431
290.79,48.70,72.70,0.08,9.92,2.51,4.00,1.75,30.75,3.75,1.74,86.55354243,0.753399192
332.43,52.23,83.11,0.08,10.57,2.57,4.00,1.50,35.00,4.00,1.72,89.70076974,0.683632311
415.54,68.18,103.88,0.06,10.12,2.81,4.00,1.50,44.00,4.75,1.81,95.93720567,0.279940573
419.43,67.92,104.86,0.06,10.25,2.80,4.00,1.75,44.25,4.75,1.86,95.83547582,0.001171015
463.69,59.64,115.92,0.07,12.91,2.69,4.00,2.00,48.00,4.75,1.80,94.2167166,0.024854948
461.23,62.46,115.31,0.06,12.26,2.73,4.00,1.75,47.75,4.75,1.75,94.882102,0.064457989
294.44,57.10,73.61,0.07,8.56,2.65,4.00,1.00,31.00,3.75,1.72,90.22040693,1.103495844
373.79,60.79,93.45,0.07,10.21,2.70,4.00,1.00,40.00,4.50,1.87,95.64450207,0.347212886
465.98,66.92,116.50,0.06,11.56,2.79,4.00,1.25,48.25,4.75,1.80,95.88020394,0.049838001
504.41,66.03,126.10,0.06,12.68,2.78,4.00,1.00,52.50,5.00,1.81,97.2045995,0.103495844
553.82,72.88,138.46,0.05,12.62,2.87,4.00,1.25,57.25,5.25,1.85,97.62172265,0.178026788
311.80,63.08,77.95,0.06,8.21,2.74,4.00,0.75,33.25,4.00,1.81,93.94641624,-0.01720883
464.24,80.76,116.06,0.05,9.55,2.97,4.00,1.00,49.00,5.00,1.83,97.57631893,-0.178015095
417.15,67.51,104.29,0.06,10.26,2.80,4.00,1.00,44.50,4.75,1.82,96.69303673,0.006252051
364.21,54.83,91.05,0.07,11.03,2.61,4.00,2.00,39.00,4.50,1.81,93.09004584,1.008727887
276.80,56.16,69.20,0.07,8.18,2.63,4.00,3.50,31.00,4.25,1.81,90.02992664,1.489508492
319.54,56.42,79.89,0.07,9.40,2.64,4.00,3.50,35.50,4.50,1.86,92.7711986,1.416240972
274.51,53.40,68.63,0.07,8.54,2.59,4.00,2.75,30.75,4.25,1.85,92.38858865,1.214366922
277.42,52.64,69.36,0.08,8.75,2.58,4.00,3.00,31.00,4.25,1.90,91.25248912,1.339471317
407.59,56.12,101.90,0.07,12.06,2.63,4.00,3.00,43.50,4.75,1.84,93.05977856,1.252343224
194.01,43.50,48.50,0.09,7.41,2.42,4.00,2.50,22.00,3.50,1.88,84.62711086,1.2018885
234.84,50.30,58.71,0.08,7.75,2.54,4.00,3.00,26.50,4.00,1.82,88.41973489,1.530122825
275.12,59.55,68.78,0.07,7.67,2.68,4.00,2.75,30.75,4.25,1.74,91.64721806,1.189040908
182.67,53.59,45.67,0.07,5.66,2.59,4.00,2.75,20.75,3.50,1.51,84.92351913,1.12765542
228.33,51.80,57.08,0.08,7.32,2.56,4.00,3.00,25.50,3.75,1.61,85.78070922,1.474536766
186.81,47.54,46.70,0.08,6.53,2.49,4.00,3.25,21.25,3.50,1.72,83.52980114,0.957449246
228.45,49.85,57.11,0.08,7.61,2.53,4.00,3.00,25.50,3.75,1.70,85.4122737,1.355068206
180.99,58.76,45.25,0.07,5.11,2.67,4.00,2.00,20.50,3.50,1.44,87.71450331,0.597684219
306.27,65.63,76.57,0.06,7.75,2.77,4.00,2.00,33.00,4.25,1.53,92.38685769,-0.194071175
197.29,46.88,49.32,0.09,6.99,2.48,4.00,1.75,22.25,3.25,1.73,84.44809732,1.26218996
233.60,52.94,58.40,0.08,7.33,2.58,4.00,2.50,26.50,4.00,1.82,88.95988545,1.471042214
405.11,55.97,101.28,0.07,12.02,2.63,4.00,2.50,43.50,4.75,1.82,93.63333924,1.101334573
230.67,52.82,57.67,0.08,7.25,2.58,4.00,3.75,26.25,4.00,1.65,89.25909889,1.461978477
231.77,50.09,57.94,0.08,7.68,2.53,4.00,4.00,26.50,4.00,1.72,88.50179198,1.438874469
319.82,49.81,79.95,0.08,10.66,2.53,4.00,3.50,34.50,4.25,1.69,88.65349916,1.354089222
364.37,51.99,91.09,0.08,11.64,2.57,4.00,3.50,39.00,4.50,1.72,91.69472176,1.236058367
233.70,50.24,58.43,0.08,7.72,2.54,4.00,4.00,26.50,4.00,1.79,88.46302259,1.55711002
276.45,50.56,69.11,0.08,9.08,2.54,4.00,4.00,31.00,4.25,1.84,91.73199521,1.393276797
365.96,57.00,91.49,0.07,10.66,2.65,4.00,3.50,39.00,4.50,1.81,90.59686247,1.347856705
408.70,57.40,102.18,0.07,11.82,2.65,4.00,3.50,43.50,4.75,1.86,93.46317489,1.200987219
366.58,53.59,91.65,0.07,11.36,2.59,4.00,3.00,39.00,4.50,1.90,91.80864219,1.185881978
496.75,57.10,124.19,0.07,14.45,2.65,4.00,3.00,51.50,5.00,1.84,93.88183348,1.240973352
283.17,44.08,70.79,0.09,10.67,2.43,4.00,2.50,30.00,3.75,1.88,84.9349514,1.280327919
451.55,59.21,112.89,0.07,12.66,2.68,4.00,2.75,46.75,4.75,1.74,92.54257175,1.2175629
369.00,54.85,92.25,0.07,11.17,2.61,4.00,3.75,39.25,4.50,1.95,91.82365896,0.946653644
324.00,51.03,81.00,0.08,10.54,2.55,4.00,3.00,34.50,4.25,1.82,88.79889038,1.417720739
325.10,49.25,81.28,0.08,10.96,2.52,4.00,3.25,34.75,4.25,1.89,90.78598947,0.728816242
366.74,51.64,91.68,0.08,11.79,2.56,4.00,3.00,39.00,4.50,1.87,92.39525617,1.153967222
364.28,60.34,91.07,0.07,10.03,2.70,4.00,2.75,38.75,4.50,1.74,91.97854324,1.17559878
325.05,49.81,81.26,0.08,10.84,2.53,4.00,3.75,34.75,4.25,1.83,89.81626048,1.280145681
239.46,60.86,59.86,0.07,6.53,2.70,4.00,1.75,27.25,4.00,1.61,93.16150362,0.320146286
449.98,57.80,112.50,0.07,12.93,2.66,4.00,3.25,46.75,4.75,1.71,91.89877894,1.394644269
364.97,55.48,91.24,0.07,10.92,2.62,4.00,4.00,39.00,4.50,1.88,91.00967447,1.384102408
321.08,49.67,80.27,0.08,10.73,2.53,4.00,3.50,34.50,4.25,1.82,89.53814197,1.295655049
406.38,57.11,101.59,0.07,11.82,2.65,4.00,3.00,43.50,4.75,1.82,93.76486241,1.072139563
283.09,45.92,70.77,0.09,10.24,2.46,4.00,2.50,30.00,3.75,1.73,83.1251596,1.421340638
494.42,56.78,123.60,0.07,14.46,2.64,4.00,2.50,51.50,5.00,1.80,94.14068538,1.122805463
329.71,46.98,82.43,0.09,11.65,2.48,4.00,2.25,34.75,4.00,1.90,89.55954098,0.9621609
391.08,61.39,97.77,0.07,10.58,2.71,4.00,2.25,41.25,4.50,1.83,92.8761597,1.00246845
287.12,45.71,71.78,0.09,10.43,2.46,4.00,2.25,30.25,3.75,1.81,86.58445774,1.042102768
275.90,56.92,68.97,0.07,8.05,2.64,4.00,3.75,30.75,4.25,1.74,90.56394935,1.401262648
277.00,54.45,69.25,0.07,8.45,2.61,4.00,4.00,31.00,4.25,1.81,90.31762104,1.290991232
321.55,56.61,80.39,0.07,9.43,2.64,4.00,4.00,35.50,4.50,1.84,92.93067454,1.283391697
363.73,62.84,90.93,0.06,9.61,2.73,4.00,3.75,39.75,4.75,1.78,93.97572902,1.0533858
367.62,62.39,91.91,0.06,9.78,2.73,4.00,4.00,40.00,4.75,1.83,93.57783317,1.182585825
363.94,56.67,90.98,0.07,10.66,2.64,4.00,3.25,38.75,4.50,1.72,90.83116405,1.361028626
409.60,56.36,102.40,0.07,12.07,2.64,4.00,3.50,43.50,4.75,1.82,93.1842004,1.119882458
455.67,62.00,113.92,0.06,12.20,2.72,4.00,3.50,48.00,5.00,1.80,93.72942639,1.178833117
193.11,44.38,48.28,0.09,7.22,2.43,4.00,2.75,21.75,3.50,1.81,85.315845,0.662805035
278.93,54.42,69.73,0.07,8.51,2.60,4.00,4.00,31.00,4.25,1.88,90.11955887,1.388882371
321.67,54.83,80.42,0.07,9.74,2.61,4.00,4.00,35.50,4.50,1.93,93.17237762,1.123394248
233.93,51.13,58.48,0.08,7.60,2.55,4.00,3.25,26.25,4.00,1.75,89.1031705,1.421735511
279.59,51.06,69.90,0.08,9.09,2.55,4.00,3.50,31.00,4.25,1.85,92.03851626,1.207257259
368.99,65.01,92.25,0.06,9.43,2.76,4.00,3.50,40.00,4.75,1.78,93.72655836,1.160588568
191.03,46.44,47.76,0.09,6.83,2.47,4.00,3.00,21.50,3.50,1.66,83.41754768,0.994488724
184.80,51.47,46.20,0.08,5.96,2.56,4.00,3.25,20.75,3.50,1.58,83.84965028,1.177045657
185.90,47.88,46.48,0.08,6.45,2.50,4.00,3.50,21.00,3.50,1.65,81.41855286,1.43836828
227.54,51.18,56.89,0.08,7.38,2.55,4.00,3.25,25.25,3.75,1.63,86.3363413,1.306896598
279.09,48.82,69.77,0.08,9.49,2.51,4.00,2.75,29.25,3.75,1.59,82.9176726,1.057932227
275.07,49.20,68.77,0.08,9.28,2.52,4.00,3.00,29.00,3.75,1.51,82.21010187,1.291857046
276.17,46.72,69.04,0.09,9.82,2.48,4.00,3.25,29.25,3.75,1.58,82.10000594,1.205691454
236.21,55.26,59.05,0.07,7.10,2.62,4.00,2.00,26.50,3.75,1.73,90.38338614,1.223625717
408.51,56.93,102.13,0.07,11.92,2.64,4.00,3.00,43.50,4.75,1.78,93.46260228,1.150387977
401.74,59.62,100.44,0.07,11.19,2.69,4.00,2.50,43.00,4.75,1.69,95.28045699,0.663361648
186.87,48.74,46.72,0.08,6.37,2.51,4.00,3.00,21.00,3.50,1.72,84.21896595,1.251200055
365.06,57.65,91.26,0.07,10.52,2.66,4.00,3.75,38.75,4.50,1.74,90.8923233,1.364794807
366.16,55.31,91.54,0.07,10.99,2.62,4.00,4.00,39.00,4.50,1.81,91.12024037,1.073315021
407.80,58.03,101.95,0.07,11.67,2.66,4.00,3.75,43.25,4.75,1.79,93.59766132,1.147367108
453.10,57.40,113.27,0.07,13.11,2.65,4.00,3.25,46.75,4.75,1.72,91.29377171,1.450618563
454.20,55.09,113.55,0.07,13.69,2.62,4.00,3.50,47.00,4.75,1.79,91.58045837,1.187012807
498.76,57.32,124.69,0.07,14.45,2.65,4.00,3.50,51.50,5.00,1.82,94.09998729,1.056981037
282.27,44.85,70.57,0.09,10.45,2.44,4.00,2.75,29.75,3.75,1.81,85.41144541,0.663597285
368.09,55.11,92.02,0.07,11.09,2.62,4.00,4.00,39.00,4.50,1.88,90.67948153,1.355049032
323.09,51.71,80.77,0.08,10.38,2.56,4.00,3.25,34.25,4.25,1.75,89.19230266,1.379523064
324.20,49.41,81.05,0.08,10.89,2.52,4.00,3.50,34.50,4.25,1.82,89.18809485,1.271655772
365.83,52.23,91.46,0.08,11.63,2.57,4.00,3.25,38.75,4.50,1.80,92.6378513,1.114577627
368.75,51.88,92.19,0.08,11.80,2.56,4.00,3.50,39.00,4.50,1.85,92.8154918,1.041708421
324.15,50.25,81.04,0.08,10.71,2.54,4.00,4.00,34.50,4.25,1.76,90.04858504,0.955630033
361.03,58.47,90.26,0.07,10.25,2.67,4.00,4.00,38.50,4.50,1.67,91.26797772,1.17283636
364.07,55.99,91.02,0.07,10.80,2.63,4.00,4.25,38.75,4.50,1.81,91.1162226,1.286860486
320.17,50.19,80.04,0.08,10.59,2.54,4.00,3.75,34.25,4.25,1.75,89.60035533,1.354166085
367.04,57.56,91.76,0.07,10.59,2.65,4.00,3.50,39.00,4.50,1.74,90.8931063,1.24767873
409.78,57.96,102.45,0.07,11.74,2.66,4.00,3.50,43.50,4.75,1.79,93.66695731,1.080373917
455.08,57.23,113.77,0.07,13.20,2.65,4.00,3.00,47.00,4.75,1.72,91.20465275,1.337978108
497.83,57.66,124.46,0.07,14.34,2.66,4.00,3.00,51.50,5.00,1.77,93.99238288,1.137069131
367.82,52.20,91.95,0.08,11.70,2.57,4.00,3.00,39.00,4.50,1.80,92.6437641,1.088029718
365.36,61.10,91.34,0.07,9.93,2.71,4.00,2.75,38.75,4.50,1.67,92.05762303,1.106836587
239.34,48.96,59.84,0.08,8.12,2.51,4.00,2.25,26.75,3.75,1.78,87.40801939,1.054383208
241.63,48.93,60.41,0.08,8.20,2.51,4.00,2.50,27.00,3.75,1.82,88.34216467,0.595947918
326.13,51.39,81.53,0.08,10.54,2.56,4.00,1.25,34.75,4.00,1.69,89.56824367,0.789517255
343.49,56.78,85.87,0.07,10.05,2.64,4.00,1.00,37.00,4.25,1.77,93.48371646,0.587318015
457.50,74.92,114.38,0.05,10.14,2.90,4.00,1.50,48.50,5.00,1.78,97.24019114,-0.4923195
375.54,58.26,93.88,0.07,10.70,2.66,4.00,1.50,39.50,4.25,1.72,91.13312536,0.280692164
376.44,60.83,94.11,0.07,10.28,2.70,4.00,1.00,39.50,4.00,1.72,92.51974358,0.274250243
271.11,57.45,67.78,0.07,7.84,2.65,4.00,1.50,29.00,3.75,1.45,86.67469681,1.24281464
294.32,65.96,73.58,0.06,7.41,2.78,4.00,1.00,31.00,3.75,1.50,92.06516244,0.373978027
224.26,66.20,56.07,0.06,5.62,2.78,4.00,1.25,25.25,3.75,1.48,92.57252579,-0.296992511
295.26,63.53,73.82,0.06,7.72,2.74,4.00,1.75,32.25,4.00,1.72,93.08388598,-0.251075848
250.69,59.42,62.67,0.07,7.01,2.68,4.00,1.25,27.75,3.75,1.65,92.52534244,-0.760925862
296.76,66.03,74.19,0.06,7.46,2.78,4.00,1.25,32.25,4.00,1.64,93.14778399,0.283482147
385.25,70.95,96.31,0.06,9.02,2.85,4.00,1.25,40.25,4.25,1.60,94.59156925,0.171609456
377.42,61.85,94.35,0.06,10.13,2.72,4.00,1.25,39.75,4.25,1.77,92.36395031,0.405158461
469.80,66.93,117.45,0.06,11.66,2.79,4.00,1.50,48.00,4.50,1.77,94.12415988,0.326602092
471.58,68.23,117.90,0.06,11.48,2.81,4.00,1.75,48.25,4.50,1.80,94.45606766,-0.103468271
271.68,64.55,67.92,0.06,6.99,2.76,4.00,1.50,30.00,4.00,1.50,90.11809094,1.182557301
200.14,48.13,50.03,0.08,6.90,2.50,4.00,1.25,22.75,3.25,1.75,87.00488343,0.680806726
237.46,51.46,59.37,0.08,7.66,2.56,4.00,0.75,26.75,3.50,1.69,90.04734111,0.719927618
293.81,59.90,73.45,0.07,8.15,2.69,4.00,1.50,32.00,3.75,1.79,92.77230885,-0.052840863
279.79,60.92,69.95,0.07,7.63,2.70,4.00,1.00,31.50,4.00,1.82,95.3373465,-0.062091118
328.78,67.18,82.19,0.06,8.13,2.79,4.00,1.25,36.25,4.25,1.86,96.03912861,0.158754387
414.45,69.17,103.61,0.06,9.95,2.82,4.00,1.00,44.00,4.50,1.82,96.6460679,0.207257259
202.21,46.07,50.55,0.09,7.29,2.46,4.00,1.00,23.00,3.25,1.90,89.85926326,-0.049888396
370.58,61.89,92.65,0.06,9.94,2.72,4.00,1.25,39.75,4.25,1.76,95.10247742,-0.215860766
262.06,57.56,65.51,0.07,7.56,2.65,4.00,1.00,29.50,3.75,1.86,94.64547209,-1.102246487
308.13,64.37,77.03,0.06,7.95,2.75,4.00,1.00,34.00,4.00,1.85,95.21565289,0.19576132
368.84,74.77,92.21,0.05,8.19,2.90,4.00,1.00,40.50,4.50,1.78,97.14600004,-0.233081762
372.73,74.36,93.18,0.05,8.32,2.89,4.00,1.25,40.75,4.50,1.82,97.21524807,-0.766876921
458.40,76.47,114.60,0.05,9.95,2.92,4.00,1.00,48.50,4.75,1.78,97.62765478,-0.358377184
461.22,77.81,115.30,0.05,9.84,2.93,4.00,1.25,48.75,4.75,1.78,97.77236475,-0.655686339
392.34,67.19,98.09,0.06,9.70,2.79,4.00,0.75,42.75,4.50,1.90,97.0333816,0.221466402
238.26,49.74,59.57,0.08,7.95,2.53,4.00,1.75,26.75,3.75,1.75,88.38253465,1.042102768
241.18,49.31,60.29,0.08,8.12,2.52,4.00,2.00,27.00,3.75,1.80,88.36309178,0.881424603
375.74,61.41,93.93,0.07,10.16,2.71,4.00,2.00,39.50,4.25,1.74,92.54514654,0.51401618
240.33,47.08,60.08,0.08,8.48,2.48,4.00,1.50,27.00,3.75,1.89,90.34795255,0.859336478
212.89,54.49,53.22,0.07,6.49,2.61,4.00,1.50,24.50,3.75,1.78,90.09241333,1.065206128
369.21,72.07,92.30,0.06,8.51,2.86,4.00,2.00,40.50,4.75,1.84,96.7499294,-0.278824397
263.22,79.86,65.81,0.05,5.47,2.96,4.00,1.00,27.00,3.50,1.28,90.83556698,0.838219222
474.16,92.98,118.54,0.04,8.47,3.11,4.00,0.50,49.50,5.00,1.63,98.0742639,-0.109221408
315.77,98.28,78.94,0.04,5.34,3.17,4.00,0.75,33.25,4.00,1.33,97.6011918,-0.504830455
283.67,71.42,70.92,0.06,6.60,2.85,4.00,0.75,29.25,3.50,1.35,92.63483508,0.368342679
358.23,98.91,89.56,0.04,6.01,3.18,4.00,1.00,37.50,4.25,1.40,97.71346661,-0.434636312
362.77,106.88,90.69,0.04,5.64,3.26,4.00,0.75,37.75,4.25,1.34,97.89545033,-0.136760437
356.78,87.85,89.20,0.05,6.74,3.06,4.00,0.75,37.25,4.00,1.47,97.05108416,-0.620422567
324.69,68.66,81.17,0.06,7.85,2.81,4.00,0.75,33.25,3.50,1.49,92.0644524,0.207984247
307.17,90.21,76.79,0.04,5.65,3.08,4.00,1.00,31.50,3.75,1.24,92.47610746,0.44952468
518.11,100.50,129.53,0.04,8.56,3.20,4.00,0.50,54.00,5.25,1.60,98.38330193,-0.168104642
511.34,82.16,127.84,0.05,10.34,2.99,4.00,1.25,53.75,5.25,1.75,97.62530697,0.299332936
450.95,107.49,112.74,0.04,6.97,3.27,4.00,0.75,45.75,4.50,1.39,98.09180047,-0.281897082
410.48,65.70,102.62,0.06,10.37,2.77,4.00,1.50,41.00,4.00,1.49,90.97676143,0.428653045
445.45,85.25,111.36,0.05,8.68,3.03,4.00,1.25,45.25,4.50,1.47,96.79574759,-0.221219479
257.30,106.14,64.33,0.04,4.03,3.25,4.00,1.00,26.50,3.50,1.16,96.45506238,-0.09920698
212.31,62.02,42.46,0.08,5.68,2.14,5.00,1.40,18.60,3.00,2.56,103.9221964,0.877446218
255.05,66.97,51.01,0.07,6.32,2.20,5.00,1.40,22.20,3.20,2.60,109.6815966,0.68261433
250.73,68.37,50.15,0.07,6.09,2.21,5.00,1.20,22.00,3.20,2.57,112.6135982,0.454387467
359.39,78.17,71.88,0.06,7.63,2.31,5.00,1.80,30.20,3.60,2.48,109.3938986,0.825990528
367.11,66.88,73.42,0.07,9.12,2.20,5.00,2.40,30.80,3.60,2.60,102.708229,1.06907581
299.61,78.20,59.92,0.06,6.36,2.32,5.00,1.80,25.80,3.40,2.61,111.2494951,0.706512959
272.13,81.36,54.43,0.06,5.55,2.35,5.00,1.80,23.80,3.40,2.49,110.5691012,0.664632575
114.08,57.37,22.82,0.09,3.30,2.09,5.00,1.60,11.20,2.60,2.55,102.477128,1.092404807
156.82,63.68,31.36,0.08,4.09,2.16,5.00,1.60,14.80,2.80,2.59,110.1822822,0.7020426
159.74,58.02,31.95,0.09,4.57,2.10,5.00,1.80,15.00,2.80,2.63,106.2706953,0.875373843
115.18,50.01,23.04,0.10,3.82,1.99,5.00,1.80,11.40,2.60,2.61,97.46941139,1.095413464
134.96,62.70,26.99,0.08,3.57,2.15,5.00,1.80,13.00,2.80,2.54,106.128043,0.542402126
203.19,66.93,40.64,0.07,5.04,2.20,5.00,1.60,18.40,3.00,2.59,111.7865561,0.50234517
323.70,62.94,64.74,0.08,8.54,2.15,5.00,2.20,27.40,3.40,2.67,102.6700153,1.355374884
319.67,63.16,63.93,0.08,8.40,2.16,5.00,2.40,27.20,3.40,2.61,99.24948604,1.500840005
178.42,76.80,35.68,0.07,3.86,2.30,5.00,1.60,16.40,3.00,2.50,111.2335189,0.724251286
162.60,56.44,32.52,0.09,4.78,2.08,5.00,1.40,15.00,2.80,2.58,99.91757882,1.044735697
378.31,57.45,126.10,0.05,10.93,2.65,3.00,1.33,52.67,4.67,2.26,73.37473533,-0.885489095
479.89,86.76,159.96,0.03,9.19,3.04,3.00,1.33,64.67,5.33,1.96,74.2227072,-0.655548776
295.20,68.53,98.40,0.04,7.15,2.81,3.00,1.33,42.67,4.67,1.93,73.49972665,-0.52376271
244.89,50.10,81.63,0.06,8.12,2.53,3.00,1.33,36.00,4.00,2.09,72.44464662,-0.127069101
435.89,91.27,145.30,0.03,7.93,3.09,3.00,1.00,58.33,5.00,1.64,73.2391404,-0.763085036
249.25,157.18,83.08,0.02,2.63,3.71,3.00,0.00,35.33,4.67,1.05,73.57716894,-0.096421706
345.70,85.49,115.23,0.04,6.71,3.03,3.00,1.00,47.67,4.67,1.63,72.82207677,-1.100984289
345.97,171.83,115.32,0.02,3.34,3.82,3.00,1.33,48.00,5.33,1.24,74.35106465,-0.104522204
242.41,73.14,80.80,0.04,5.50,2.87,3.00,1.33,34.00,4.00,1.67,71.77671427,0.210077624
252.17,149.95,84.06,0.02,2.79,3.65,3.00,1.33,36.00,4.67,1.25,74.01269984,0.088915347
189.69,120.16,63.23,0.02,2.62,3.39,3.00,1.33,27.33,4.00,1.28,73.36555462,-0.184681312
299.60,163.21,99.87,0.02,3.05,3.76,3.00,1.33,42.00,5.00,1.24,74.18612731,-0.304956341
250.72,57.81,83.57,0.05,7.20,2.66,3.00,1.33,36.67,4.33,1.87,72.70858978,0.425909013
269.02,54.05,89.67,0.06,8.26,2.60,3.00,1.33,38.00,4.33,1.60,69.06131428,1.606800408
297.07,67.00,99.02,0.04,7.36,2.79,3.00,1.33,42.67,4.67,1.88,73.17876386,0.341889356
251.98,59.48,83.99,0.05,7.03,2.68,3.00,1.33,36.67,4.33,1.89,72.75439152,0.230372274
